"Solution Label","Type","Element","Flags","Soln Conc","Units","Corr Con","Units","Int"
"LTAR19-012 ","Samp","Mn MultiCal","","-","g/mL",13.89,"-","-"
"LTAR19-012 ","Samp","P MultiCal","","-","g/mL",5.43,"-","-"
"LTAR19-012 ","Samp","S MultiCal","","-","g/mL",0.97,"-","-"
"LTAR19-012 ","Samp","Zn MultiCal","","-","g/mL",0.42,"-","-"
"LTAR19-013 ","Samp","Al MultiCal","","-","g/mL",62.73,"-","-"
"LTAR19-013 ","Samp","Ca MultiCal","o","-","g/mL",46.22,"-","-"
"LTAR19-013 ","Samp","Cu MultiCal","","-","g/mL",0.34,"-","-"
"LTAR19-013 ","Samp","Fe MultiCal","","-","g/mL",10.52,"-","-"
"LTAR19-013 ","Samp","K MultiCal","","-","g/mL",21.04,"-","-"
"LTAR19-013 ","Samp","Mg  MultiCal","","-","g/mL",13.26,"-","-"
"LTAR19-013 ","Samp","Mn MultiCal","","-","g/mL",17.20,"-","-"
"LTAR19-013 ","Samp","P MultiCal","","-","g/mL",6.39,"-","-"
"LTAR19-013 ","Samp","S MultiCal","","-","g/mL",1.23,"-","-"
"LTAR19-013 ","Samp","Zn MultiCal","","-","g/mL",0.76,"-","-"
"LTAR19-014 ","Samp","Al MultiCal","","-","g/mL",67.19,"-","-"
"LTAR19-014 ","Samp","Ca MultiCal","o","-","g/mL",41.25,"-","-"
"LTAR19-014 ","Samp","Cu MultiCal","","-","g/mL",0.23,"-","-"
"LTAR19-014 ","Samp","Fe MultiCal","","-","g/mL",9.08,"-","-"
"LTAR19-014 ","Samp","K MultiCal","","-","g/mL",14.10,"-","-"
"LTAR19-014 ","Samp","Mg  MultiCal","","-","g/mL",10.76,"-","-"
"LTAR19-014 ","Samp","Mn MultiCal","","-","g/mL",16.29,"-","-"
"LTAR19-014 ","Samp","P MultiCal","","-","g/mL",2.74,"-","-"
"LTAR19-014 ","Samp","S MultiCal","","-","g/mL",1.03,"-","-"
"LTAR19-014 ","Samp","Zn MultiCal","","-","g/mL",0.38,"-","-"
"LTAR19-015 ","Samp","Al MultiCal","","-","g/mL",65.36,"-","-"
"LTAR19-015 ","Samp","Ca MultiCal","o","-","g/mL",43.16,"-","-"
"LTAR19-015 ","Samp","Cu MultiCal","","-","g/mL",0.28,"-","-"
"LTAR19-015 ","Samp","Fe MultiCal","","-","g/mL",11.50,"-","-"
"LTAR19-015 ","Samp","K MultiCal","","-","g/mL",12.24,"-","-"
"LTAR19-015 ","Samp","Mg  MultiCal","","-","g/mL",9.71,"-","-"
"LTAR19-015 ","Samp","Mn MultiCal","","-","g/mL",13.21,"-","-"
"LTAR19-015 ","Samp","P MultiCal","","-","g/mL",7.28,"-","-"
"LTAR19-015 ","Samp","S MultiCal","","-","g/mL",1.27,"-","-"
"LTAR19-015 ","Samp","Zn MultiCal","","-","g/mL",0.59,"-","-"
"LTAR19-016 ","Samp","Al MultiCal","","-","g/mL",65.38,"-","-"
"LTAR19-016 ","Samp","Ca MultiCal","o","-","g/mL",41.12,"-","-"
"LTAR19-016 ","Samp","Cu MultiCal","","-","g/mL",0.17,"-","-"
"LTAR19-016 ","Samp","Fe MultiCal","","-","g/mL",10.66,"-","-"
"LTAR19-016 ","Samp","K MultiCal","","-","g/mL",6.05,"-","-"
"LTAR19-016 ","Samp","Mg  MultiCal","","-","g/mL",9.58,"-","-"
"LTAR19-016 ","Samp","Mn MultiCal","","-","g/mL",14.13,"-","-"
"LTAR19-016 ","Samp","P MultiCal","","-","g/mL",3.58,"-","-"
"LTAR19-016 ","Samp","S MultiCal","","-","g/mL",0.90,"-","-"
"LTAR19-016 ","Samp","Zn MultiCal","","-","g/mL",0.33,"-","-"
"LTAR19-017 ","Samp","Al MultiCal","","-","g/mL",45.80,"-","-"
"LTAR19-017 ","Samp","Ca MultiCal","o","-","g/mL",50.32,"-","-"
"LTAR19-017 ","Samp","Cu MultiCal","","-","g/mL",0.38,"-","-"
"LTAR19-017 ","Samp","Fe MultiCal","","-","g/mL",10.31,"-","-"
"LTAR19-017 ","Samp","K MultiCal","","-","g/mL",19.68,"-","-"
"LTAR19-017 ","Samp","Mg  MultiCal","","-","g/mL",12.57,"-","-"
"LTAR19-017 ","Samp","Mn MultiCal","","-","g/mL",11.60,"-","-"
"LTAR19-017 ","Samp","P MultiCal","","-","g/mL",8.75,"-","-"
"LTAR19-017 ","Samp","S MultiCal","","-","g/mL",1.05,"-","-"
"LTAR19-017 ","Samp","Zn MultiCal","","-","g/mL",0.89,"-","-"
"LTAR19-018 ","Samp","Al MultiCal","","-","g/mL",48.74,"-","-"
"LTAR19-018 ","Samp","Ca MultiCal","o","-","g/mL",43.06,"-","-"
"LTAR19-018 ","Samp","Cu MultiCal","","-","g/mL",0.31,"-","-"
"LTAR19-018 ","Samp","Fe MultiCal","","-","g/mL",9.64,"-","-"
"LTAR19-018 ","Samp","K MultiCal","","-","g/mL",13.99,"-","-"
"LTAR19-018 ","Samp","Mg  MultiCal","","-","g/mL",8.87,"-","-"
"LTAR19-018 ","Samp","Mn MultiCal","","-","g/mL",12.36,"-","-"
"LTAR19-018 ","Samp","P MultiCal","","-","g/mL",5.38,"-","-"
"LTAR19-018 ","Samp","S MultiCal","","-","g/mL",0.91,"-","-"
"LTAR19-018 ","Samp","Zn MultiCal","","-","g/mL",0.47,"-","-"
"LTAR19-019 ","Samp","Al MultiCal","","-","g/mL",54.63,"-","-"
"LTAR19-019 ","Samp","Ca MultiCal","o","-","g/mL",42.16,"-","-"
"LTAR19-019 ","Samp","Cu MultiCal","","-","g/mL",0.34,"-","-"
"LTAR19-019 ","Samp","Fe MultiCal","","-","g/mL",10.64,"-","-"
"LTAR19-019 ","Samp","K MultiCal","","-","g/mL",21.99,"-","-"
"LTAR19-019 ","Samp","Mg  MultiCal","","-","g/mL",11.13,"-","-"
"LTAR19-019 ","Samp","Mn MultiCal","","-","g/mL",9.02,"-","-"
"LTAR19-019 ","Samp","P MultiCal","","-","g/mL",9.34,"-","-"
"LTAR19-019 ","Samp","S MultiCal","","-","g/mL",1.16,"-","-"
"LTAR19-019 ","Samp","Zn MultiCal","","-","g/mL",0.71,"-","-"
"LTAR19-020 ","Samp","Al MultiCal","","-","g/mL",59.30,"-","-"
"LTAR19-020 ","Samp","Ca MultiCal","o","-","g/mL",35.01,"-","-"
"LTAR19-020 ","Samp","Cu MultiCal","","-","g/mL",0.22,"-","-"
"LTAR19-020 ","Samp","Fe MultiCal","","-","g/mL",9.34,"-","-"
"LTAR19-020 ","Samp","K MultiCal","","-","g/mL",13.81,"-","-"
"LTAR19-020 ","Samp","Mg  MultiCal","","-","g/mL",7.68,"-","-"
"LTAR19-020 ","Samp","Mn MultiCal","","-","g/mL",8.86,"-","-"
"LTAR19-020 ","Samp","P MultiCal","","-","g/mL",5.01,"-","-"
"LTAR19-020 ","Samp","S MultiCal","","-","g/mL",1.08,"-","-"
"LTAR19-020 ","Samp","Zn MultiCal","","-","g/mL",0.39,"-","-"
"LTAR19-021 ","Samp","Al MultiCal","","-","g/mL",62.75,"-","-"
"LTAR19-021 ","Samp","Ca MultiCal","o","-","g/mL",46.75,"-","-"
"LTAR19-021 ","Samp","Cu MultiCal","","-","g/mL",0.44,"-","-"
"LTAR19-021 ","Samp","Fe MultiCal","","-","g/mL",10.90,"-","-"
"LTAR19-021 ","Samp","K MultiCal","","-","g/mL",23.80,"-","-"
"LTAR19-021 ","Samp","Mg  MultiCal","","-","g/mL",12.96,"-","-"
"LTAR19-021 ","Samp","Mn MultiCal","","-","g/mL",19.28,"-","-"
"LTAR19-021 ","Samp","P MultiCal","","-","g/mL",6.64,"-","-"
"LTAR19-021 ","Samp","S MultiCal","","-","g/mL",1.40,"-","-"
"LTAR19-021 ","Samp","Zn MultiCal","","-","g/mL",0.73,"-","-"
"LTAR19-022 ","Samp","Al MultiCal","","-","g/mL",69.07,"-","-"
"LTAR19-022 ","Samp","Ca MultiCal","o","-","g/mL",39.64,"-","-"
"LTAR19-022 ","Samp","Cu MultiCal","","-","g/mL",0.30,"-","-"
"LTAR19-022 ","Samp","Fe MultiCal","","-","g/mL",9.92,"-","-"
"LTAR19-022 ","Samp","K MultiCal","","-","g/mL",10.14,"-","-"
"LTAR19-022 ","Samp","Mg  MultiCal","","-","g/mL",8.85,"-","-"
"LTAR19-022 ","Samp","Mn MultiCal","","-","g/mL",19.02,"-","-"
"LTAR19-022 ","Samp","P MultiCal","","-","g/mL",3.09,"-","-"
"LTAR19-022 ","Samp","S MultiCal","","-","g/mL",1.09,"-","-"
"LTAR19-022 ","Samp","Zn MultiCal","","-","g/mL",0.45,"-","-"
"LTAR19-023 ","Samp","Al MultiCal","","-","g/mL",54.03,"-","-"
"LTAR19-023 ","Samp","Ca MultiCal","o","-","g/mL",48.01,"-","-"
"LTAR19-023 ","Samp","Cu MultiCal","","-","g/mL",0.42,"-","-"
"LTAR19-023 ","Samp","Fe MultiCal","","-","g/mL",8.94,"-","-"
"LTAR19-023 ","Samp","K MultiCal","","-","g/mL",27.08,"-","-"
"LTAR19-023 ","Samp","Mg  MultiCal","","-","g/mL",14.22,"-","-"
"LTAR19-023 ","Samp","Mn MultiCal","","-","g/mL",10.09,"-","-"
"LTAR19-023 ","Samp","P MultiCal","","-","g/mL",5.77,"-","-"
"LTAR19-023 ","Samp","S MultiCal","","-","g/mL",1.21,"-","-"
"LTAR19-023 ","Samp","Zn MultiCal","","-","g/mL",0.65,"-","-"
"LTAR19-024 ","Samp","Al MultiCal","","-","g/mL",59.12,"-","-"
"LTAR19-024 ","Samp","Ca MultiCal","o","-","g/mL",40.66,"-","-"
"LTAR19-024 ","Samp","Cu MultiCal","","-","g/mL",0.29,"-","-"
"LTAR19-024 ","Samp","Fe MultiCal","","-","g/mL",7.22,"-","-"
"LTAR19-024 ","Samp","K MultiCal","","-","g/mL",14.55,"-","-"
"LTAR19-024 ","Samp","Mg  MultiCal","","-","g/mL",9.57,"-","-"
"LTAR19-024 ","Samp","Mn MultiCal","","-","g/mL",11.17,"-","-"
"LTAR19-024 ","Samp","P MultiCal","","-","g/mL",2.41,"-","-"
"LTAR19-024 ","Samp","S MultiCal","","-","g/mL",0.97,"-","-"
"LTAR19-024 ","Samp","Zn MultiCal","","-","g/mL",0.36,"-","-"
"LTAR19-025 ","Samp","Al MultiCal","","-","g/mL",51.31,"-","-"
"LTAR19-025 ","Samp","Ca MultiCal","o","-","g/mL",60.59,"-","-"
"LTAR19-025 ","Samp","Cu MultiCal","","-","g/mL",0.59,"-","-"
"LTAR19-025 ","Samp","Fe MultiCal","","-","g/mL",12.58,"-","-"
"LTAR19-025 ","Samp","K MultiCal","","-","g/mL",38.04,"-","-"
"LTAR19-025 ","Samp","Mg  MultiCal","","-","g/mL",20.30,"-","-"
"LTAR19-025 ","Samp","Mn MultiCal","","-","g/mL",15.10,"-","-"
"LTAR19-025 ","Samp","P MultiCal","","-","g/mL",11.09,"-","-"
"LTAR19-025 ","Samp","S MultiCal","","-","g/mL",1.69,"-","-"
"LTAR19-025 ","Samp","Zn MultiCal","","-","g/mL",1.10,"-","-"
"LTAR19-026 ","Samp","Al MultiCal","","-","g/mL",59.89,"-","-"
"LTAR19-026 ","Samp","Ca MultiCal","o","-","g/mL",43.94,"-","-"
"LTAR19-026 ","Samp","Cu MultiCal","","-","g/mL",0.34,"-","-"
"LTAR19-026 ","Samp","Fe MultiCal","","-","g/mL",9.25,"-","-"
"LTAR19-026 ","Samp","K MultiCal","","-","g/mL",19.34,"-","-"
"LTAR19-026 ","Samp","Mg  MultiCal","","-","g/mL",9.85,"-","-"
"LTAR19-026 ","Samp","Mn MultiCal","","-","g/mL",14.28,"-","-"
"LTAR19-026 ","Samp","P MultiCal","","-","g/mL",3.24,"-","-"
"LTAR19-026 ","Samp","S MultiCal","","-","g/mL",1.20,"-","-"
"LTAR19-026 ","Samp","Zn MultiCal","","-","g/mL",0.42,"-","-"
"LTAR19-027 ","Samp","Al MultiCal","","-","g/mL",58.86,"-","-"
"LTAR19-027 ","Samp","Ca MultiCal","o","-","g/mL",41.78,"-","-"
"LTAR19-027 ","Samp","Cu MultiCal","","-","g/mL",0.33,"-","-"
"LTAR19-027 ","Samp","Fe MultiCal","","-","g/mL",7.77,"-","-"
"LTAR19-027 ","Samp","K MultiCal","","-","g/mL",17.62,"-","-"
"LTAR19-027 ","Samp","Mg  MultiCal","","-","g/mL",10.49,"-","-"
"LTAR19-027 ","Samp","Mn MultiCal","","-","g/mL",11.54,"-","-"
"LTAR19-027 ","Samp","P MultiCal","","-","g/mL",3.45,"-","-"
"LTAR19-027 ","Samp","S MultiCal","","-","g/mL",1.29,"-","-"
"LTAR19-027 ","Samp","Zn MultiCal","","-","g/mL",0.48,"-","-"
"LTAR19-028 ","Samp","Al MultiCal","","-","g/mL",62.32,"-","-"
"LTAR19-028 ","Samp","Ca MultiCal","o","-","g/mL",37.92,"-","-"
"LTAR19-028 ","Samp","Cu MultiCal","","-","g/mL",0.19,"-","-"
"LTAR19-028 ","Samp","Fe MultiCal","","-","g/mL",6.44,"-","-"
"LTAR19-028 ","Samp","K MultiCal","","-","g/mL",8.49,"-","-"
"LTAR19-028 ","Samp","Mg  MultiCal","","-","g/mL",7.64,"-","-"
"LTAR19-028 ","Samp","Mn MultiCal","","-","g/mL",12.60,"-","-"
"LTAR19-028 ","Samp","P MultiCal","","-","g/mL",1.38,"-","-"
"LTAR19-028 ","Samp","S MultiCal","","-","g/mL",1.02,"-","-"
"LTAR19-028 ","Samp","Zn MultiCal","","-","g/mL",0.26,"-","-"
"LTAR19-029 ","Samp","Al MultiCal","","-","g/mL",64.17,"-","-"
"LTAR19-029 ","Samp","Ca MultiCal","o","-","g/mL",48.13,"-","-"
"LTAR19-029 ","Samp","Cu MultiCal","","-","g/mL",0.45,"-","-"
"LTAR19-029 ","Samp","Fe MultiCal","","-","g/mL",10.69,"-","-"
"LTAR19-029 ","Samp","K MultiCal","","-","g/mL",25.45,"-","-"
"LTAR19-029 ","Samp","Mg  MultiCal","","-","g/mL",14.43,"-","-"
"LTAR19-029 ","Samp","Mn MultiCal","","-","g/mL",19.95,"-","-"
"LTAR19-029 ","Samp","P MultiCal","","-","g/mL",6.62,"-","-"
"LTAR19-029 ","Samp","S MultiCal","","-","g/mL",1.33,"-","-"
"LTAR19-029 ","Samp","Zn MultiCal","","-","g/mL",0.74,"-","-"
"LTAR19-030 ","Samp","Al MultiCal","","-","g/mL",68.34,"-","-"
"LTAR19-030 ","Samp","Ca MultiCal","o","-","g/mL",39.28,"-","-"
"LTAR19-030 ","Samp","Cu MultiCal","","-","g/mL",0.27,"-","-"
"LTAR19-030 ","Samp","Fe MultiCal","","-","g/mL",9.17,"-","-"
"LTAR19-030 ","Samp","K MultiCal","","-","g/mL",12.46,"-","-"
"LTAR19-030 ","Samp","Mg  MultiCal","","-","g/mL",9.22,"-","-"
"LTAR19-030 ","Samp","Mn MultiCal","","-","g/mL",16.87,"-","-"
"LTAR19-030 ","Samp","P MultiCal","","-","g/mL",2.78,"-","-"
"LTAR19-030 ","Samp","S MultiCal","","-","g/mL",1.09,"-","-"
"LTAR19-030 ","Samp","Zn MultiCal","","-","g/mL",0.39,"-","-"
"LTAR19-031 ","Samp","Al MultiCal","","-","g/mL",33.08,"-","-"
"LTAR19-031 ","Samp","Ca MultiCal","o","-","g/mL",51.26,"-","-"
"LTAR19-031 ","Samp","Cu MultiCal","","-","g/mL",0.56,"-","-"
"LTAR19-031 ","Samp","Fe MultiCal","","-","g/mL",7.74,"-","-"
"LTAR19-031 ","Samp","K MultiCal","","-","g/mL",20.64,"-","-"
"LTAR19-031 ","Samp","Mg  MultiCal","","-","g/mL",18.48,"-","-"
"LTAR19-031 ","Samp","Mn MultiCal","","-","g/mL",21.28,"-","-"
"LTAR19-031 ","Samp","P MultiCal","","-","g/mL",6.97,"-","-"
"LTAR19-031 ","Samp","S MultiCal","","-","g/mL",1.15,"-","-"
"LTAR19-031 ","Samp","Zn MultiCal","","-","g/mL",1.08,"-","-"
"LTAR19-032 ","Samp","Al MultiCal","","-","g/mL",37.61,"-","-"
"LTAR19-032 ","Samp","Ca MultiCal","o","-","g/mL",39.30,"-","-"
"LTAR19-032 ","Samp","Cu MultiCal","","-","g/mL",0.29,"-","-"
"LTAR19-032 ","Samp","Fe MultiCal","","-","g/mL",5.63,"-","-"
"LTAR19-032 ","Samp","K MultiCal","","-","g/mL",12.65,"-","-"
"LTAR19-032 ","Samp","Mg  MultiCal","","-","g/mL",8.83,"-","-"
"LTAR19-032 ","Samp","Mn MultiCal","","-","g/mL",23.53,"-","-"
"LTAR19-032 ","Samp","P MultiCal","","-","g/mL",2.36,"-","-"
"LTAR19-032 ","Samp","S MultiCal","","-","g/mL",0.72,"-","-"
"LTAR19-032 ","Samp","Zn MultiCal","","-","g/mL",0.50,"-","-"
"LTAR19-033 ","Samp","Al MultiCal","","-","g/mL",31.72,"-","-"
"LTAR19-033 ","Samp","Ca MultiCal","o","-","g/mL",53.21,"-","-"
"LTAR19-033 ","Samp","Cu MultiCal","","-","g/mL",0.54,"-","-"
"LTAR19-033 ","Samp","Fe MultiCal","","-","g/mL",7.50,"-","-"
"LTAR19-033 ","Samp","K MultiCal","","-","g/mL",19.66,"-","-"
"LTAR19-033 ","Samp","Mg  MultiCal","","-","g/mL",18.03,"-","-"
"LTAR19-033 ","Samp","Mn MultiCal","","-","g/mL",20.31,"-","-"
"LTAR19-033 ","Samp","P MultiCal","","-","g/mL",6.85,"-","-"
"LTAR19-033 ","Samp","S MultiCal","","-","g/mL",1.13,"-","-"
"LTAR19-033 ","Samp","Zn MultiCal","","-","g/mL",1.08,"-","-"
"LTAR19-034 ","Samp","Al MultiCal","","-","g/mL",35.46,"-","-"
"LTAR19-034 ","Samp","Ca MultiCal","o","-","g/mL",39.56,"-","-"
"LTAR19-034 ","Samp","Cu MultiCal","","-","g/mL",0.23,"-","-"
"LTAR19-034 ","Samp","Fe MultiCal","","-","g/mL",5.32,"-","-"
"LTAR19-034 ","Samp","K MultiCal","","-","g/mL",13.09,"-","-"
"LTAR19-034 ","Samp","Mg  MultiCal","","-","g/mL",7.61,"-","-"
"LTAR19-034 ","Samp","Mn MultiCal","","-","g/mL",20.86,"-","-"
"LTAR19-034 ","Samp","P MultiCal","","-","g/mL",1.80,"-","-"
"LTAR19-034 ","Samp","S MultiCal","","-","g/mL",0.67,"-","-"
"LTAR19-034 ","Samp","Zn MultiCal","","-","g/mL",0.40,"-","-"
"blank ","Samp","Al MultiCal","","-","g/mL",4.52,"-","-"
"blank ","Samp","Ca MultiCal","","-","g/mL",1.31,"-","-"
"blank ","Samp","Fe MultiCal","","-","g/mL",0.05,"-","-"
"blank ","Samp","K MultiCal","","-","g/mL",2.85,"-","-"
"blank ","Samp","Mg  MultiCal","","-","g/mL",0.43,"-","-"
"blank ","Samp","Mn MultiCal","","-","g/mL",0.01,"-","-"
"blank ","Samp","S MultiCal","","-","g/mL",0.13,"-","-"
"blank ","Samp","Al MultiCal","","-","g/mL",4.61,"-","-"
"blank ","Samp","Ca MultiCal","","-","g/mL",1.37,"-","-"
"blank ","Samp","Fe MultiCal","","-","g/mL",0.05,"-","-"
"blank ","Samp","K MultiCal","","-","g/mL",2.71,"-","-"
"blank ","Samp","Mg  MultiCal","","-","g/mL",0.41,"-","-"
"blank ","Samp","S MultiCal","","-","g/mL",0.10,"-","-"
"blank ","Samp","Zn MultiCal","","-","g/mL",0.03,"-","-"
"hag ","Samp","Al MultiCal","","-","g/mL",72.66,"-","-"
"hag ","Samp","Ca MultiCal","o","-","g/mL",48.10,"-","-"
"hag ","Samp","Cu MultiCal","","-","g/mL",0.05,"-","-"
"hag ","Samp","Fe MultiCal","","-","g/mL",9.48,"-","-"
"hag ","Samp","K MultiCal","","-","g/mL",8.81,"-","-"
"hag ","Samp","Mg  MultiCal","","-","g/mL",8.77,"-","-"
"hag ","Samp","Mn MultiCal","","-","g/mL",9.04,"-","-"
"hag ","Samp","P MultiCal","","-","g/mL",2.98,"-","-"
"hag ","Samp","S MultiCal","","-","g/mL",3.08,"-","-"
"hag ","Samp","Zn MultiCal","","-","g/mL",0.19,"-","-"
"hag ","Samp","Al MultiCal","","-","g/mL",70.53,"-","-"
"hag ","Samp","Ca MultiCal","o","-","g/mL",46.54,"-","-"
"hag ","Samp","Cu MultiCal","","-","g/mL",0.04,"-","-"
"hag ","Samp","Fe MultiCal","","-","g/mL",9.08,"-","-"
"hag ","Samp","K MultiCal","","-","g/mL",8.99,"-","-"
"hag ","Samp","Mg  MultiCal","","-","g/mL",8.37,"-","-"
"hag ","Samp","Mn MultiCal","","-","g/mL",8.67,"-","-"
"hag ","Samp","P MultiCal","","-","g/mL",2.90,"-","-"
"hag ","Samp","S MultiCal","","-","g/mL",2.97,"-","-"
"hag ","Samp","Zn MultiCal","","-","g/mL",0.18,"-","-"
"hub ","Samp","Al MultiCal","","-","g/mL",84.37,"-","-"
"hub ","Samp","Ca MultiCal","o","-","g/mL",27.43,"-","-"
"hub ","Samp","Cu MultiCal","","-","g/mL",0.10,"-","-"
"hub ","Samp","Fe MultiCal","","-","g/mL",10.72,"-","-"
"hub ","Samp","K MultiCal","","-","g/mL",29.71,"-","-"
"hub ","Samp","Mg  MultiCal","","-","g/mL",4.02,"-","-"
"hub ","Samp","P MultiCal","","-","g/mL",5.54,"-","-"
"hub ","Samp","S MultiCal","","-","g/mL",1.67,"-","-"
"hub ","Samp","Zn MultiCal","","-","g/mL",0.39,"-","-"
"hub ","Samp","Al MultiCal","","-","g/mL",81.98,"-","-"
"hub ","Samp","Ca MultiCal","o","-","g/mL",26.79,"-","-"
"hub ","Samp","Cu MultiCal","","-","g/mL",0.09,"-","-"
"hub ","Samp","Fe MultiCal","","-","g/mL",10.75,"-","-"
"hub ","Samp","K MultiCal","","-","g/mL",29.96,"-","-"
"hub ","Samp","Mg  MultiCal","","-","g/mL",3.77,"-","-"
"hub ","Samp","P MultiCal","","-","g/mL",5.55,"-","-"
"hub ","Samp","S MultiCal","","-","g/mL",1.65,"-","-"
"hub ","Samp","Zn MultiCal","","-","g/mL",0.34,"-","-"
"LTAR19-035 ","Samp","Al MultiCal","","-","g/mL",38.17,"-","-"
"LTAR19-035 ","Samp","Ca MultiCal","o","-","g/mL",56.18,"-","-"
"LTAR19-035 ","Samp","Cu MultiCal","","-","g/mL",0.53,"-","-"
"LTAR19-035 ","Samp","Fe MultiCal","","-","g/mL",7.27,"-","-"
"LTAR19-035 ","Samp","K MultiCal","","-","g/mL",21.07,"-","-"
"LTAR19-035 ","Samp","Mg  MultiCal","","-","g/mL",20.15,"-","-"
"LTAR19-035 ","Samp","Mn MultiCal","","-","g/mL",21.31,"-","-"
"LTAR19-035 ","Samp","P MultiCal","","-","g/mL",6.86,"-","-"
"LTAR19-035 ","Samp","S MultiCal","","-","g/mL",1.25,"-","-"
"LTAR19-035 ","Samp","Zn MultiCal","","-","g/mL",1.15,"-","-"
"LTAR19-036 ","Samp","Al MultiCal","","-","g/mL",42.13,"-","-"
"LTAR19-036 ","Samp","Ca MultiCal","o","-","g/mL",50.13,"-","-"
"LTAR19-036 ","Samp","Cu MultiCal","","-","g/mL",0.33,"-","-"
"LTAR19-036 ","Samp","Fe MultiCal","","-","g/mL",5.40,"-","-"
"LTAR19-036 ","Samp","K MultiCal","","-","g/mL",9.59,"-","-"
"LTAR19-036 ","Samp","Mg  MultiCal","","-","g/mL",13.41,"-","-"
"LTAR19-036 ","Samp","Mn MultiCal","","-","g/mL",23.54,"-","-"
"LTAR19-036 ","Samp","P MultiCal","","-","g/mL",3.62,"-","-"
"LTAR19-036 ","Samp","S MultiCal","","-","g/mL",0.74,"-","-"
"LTAR19-036 ","Samp","Zn MultiCal","","-","g/mL",0.60,"-","-"
"LTAR19-037 ","Samp","Al MultiCal","","-","g/mL",38.38,"-","-"
"LTAR19-037 ","Samp","Ca MultiCal","o","-","g/mL",49.45,"-","-"
"LTAR19-037 ","Samp","Cu MultiCal","","-","g/mL",0.55,"-","-"
"LTAR19-037 ","Samp","Fe MultiCal","","-","g/mL",7.99,"-","-"
"LTAR19-037 ","Samp","K MultiCal","","-","g/mL",21.31,"-","-"
"LTAR19-037 ","Samp","Mg  MultiCal","","-","g/mL",20.20,"-","-"
"LTAR19-037 ","Samp","Mn MultiCal","","-","g/mL",18.88,"-","-"
"LTAR19-037 ","Samp","P MultiCal","","-","g/mL",6.57,"-","-"
"LTAR19-037 ","Samp","S MultiCal","","-","g/mL",1.15,"-","-"
"LTAR19-037 ","Samp","Zn MultiCal","","-","g/mL",1.15,"-","-"
"LTAR19-038 ","Samp","Al MultiCal","","-","g/mL",43.73,"-","-"
"LTAR19-038 ","Samp","Ca MultiCal","o","-","g/mL",39.65,"-","-"
"LTAR19-038 ","Samp","Cu MultiCal","","-","g/mL",0.34,"-","-"
"LTAR19-038 ","Samp","Fe MultiCal","","-","g/mL",5.84,"-","-"
"LTAR19-038 ","Samp","K MultiCal","","-","g/mL",15.60,"-","-"
"LTAR19-038 ","Samp","Mg  MultiCal","","-","g/mL",11.94,"-","-"
"LTAR19-038 ","Samp","Mn MultiCal","","-","g/mL",22.12,"-","-"
"LTAR19-038 ","Samp","P MultiCal","","-","g/mL",3.12,"-","-"
"LTAR19-038 ","Samp","S MultiCal","","-","g/mL",0.77,"-","-"
"LTAR19-038 ","Samp","Zn MultiCal","","-","g/mL",0.59,"-","-"
"LTAR19-039 ","Samp","Al MultiCal","","-","g/mL",40.16,"-","-"
"LTAR19-039 ","Samp","Ca MultiCal","o","-","g/mL",51.84,"-","-"
"LTAR19-039 ","Samp","Cu MultiCal","","-","g/mL",0.55,"-","-"
"LTAR19-039 ","Samp","Fe MultiCal","","-","g/mL",8.85,"-","-"
"LTAR19-039 ","Samp","K MultiCal","","-","g/mL",22.81,"-","-"
"LTAR19-039 ","Samp","Mg  MultiCal","","-","g/mL",22.96,"-","-"
"LTAR19-039 ","Samp","Mn MultiCal","","-","g/mL",19.09,"-","-"
"LTAR19-039 ","Samp","P MultiCal","","-","g/mL",7.08,"-","-"
"LTAR19-039 ","Samp","S MultiCal","","-","g/mL",1.18,"-","-"
"LTAR19-039 ","Samp","Zn MultiCal","","-","g/mL",1.18,"-","-"
"LTAR19-040 ","Samp","Al MultiCal","","-","g/mL",45.43,"-","-"
"LTAR19-040 ","Samp","Ca MultiCal","o","-","g/mL",40.11,"-","-"
"LTAR19-040 ","Samp","Cu MultiCal","","-","g/mL",0.34,"-","-"
"LTAR19-040 ","Samp","Fe MultiCal","","-","g/mL",6.25,"-","-"
"LTAR19-040 ","Samp","K MultiCal","","-","g/mL",17.54,"-","-"
"LTAR19-040 ","Samp","Mg  MultiCal","","-","g/mL",11.98,"-","-"
"LTAR19-040 ","Samp","Mn MultiCal","","-","g/mL",22.08,"-","-"
"LTAR19-040 ","Samp","P MultiCal","","-","g/mL",3.26,"-","-"
"LTAR19-040 ","Samp","S MultiCal","","-","g/mL",0.83,"-","-"
"LTAR19-040 ","Samp","Zn MultiCal","","-","g/mL",0.59,"-","-"
"LTAR19-041 ","Samp","Al MultiCal","","-","g/mL",66.68,"-","-"
"LTAR19-041 ","Samp","Ca MultiCal","o","-","g/mL",49.73,"-","-"
"LTAR19-041 ","Samp","Cu MultiCal","","-","g/mL",0.51,"-","-"
"LTAR19-041 ","Samp","Fe MultiCal","","-","g/mL",11.80,"-","-"
"LTAR19-041 ","Samp","K MultiCal","","-","g/mL",29.88,"-","-"
"LTAR19-041 ","Samp","Mg  MultiCal","","-","g/mL",18.31,"-","-"
"LTAR19-041 ","Samp","Mn MultiCal","","-","g/mL",20.87,"-","-"
